Original_File_Name,Date,County,Med_County_Sales,Rec_County_Sales
0914_MarijuanaSalesReport PUBLISH.xlsx,2014-09-30,Summit,179358,726128
0914_MarijuanaSalesReport PUBLISH.xlsx,2014-09-30,Teller,1,0
0914_MarijuanaSalesReport PUBLISH.xlsx,2014-09-30,Weld,287891,1201206
0914_MarijuanaSalesReport PUBLISH.xlsx,2014-09-30,Non-Reported,841206,3766783
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Adams,474637,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Alamosa,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Arapahoe,1396842,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Archuleta,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Boulder,2660593,3477557
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Chaffee,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Clear Creek,102858,338132
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Costilla,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Denver,15006222,14895186
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Eagle,206273,356123
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,El Paso,5742846,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Fremont,174220,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Garfield,389617,553834
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Gilpin,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Grand,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Gunnison,1,184394
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Jefferson,1923839,1714442
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Lake,0,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,La Plata,531825,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Larimer,1232929,1523402
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Mesa,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Moffat,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Montezuma,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Montrose,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Morgan,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Ouray,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Park,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Pitkin,86614,246079
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Pueblo,352545,1245865
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Routt,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Saguache,0,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,San Miguel,36239,278409
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Sedgwick,1,1
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Summit,178233,632225
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Teller,1,0
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Weld,361629,1126809
1014_MarijuanaSalesReport PUBLISH.xlsx,2014-10-31,Non-Reported,921255,4613528
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Adams,480189,1304091
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Alamosa,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Arapahoe,1345048,805369
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Archuleta,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Boulder,2400813,3196349
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Chaffee,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Clear Creek,91727,298012
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Costilla,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Denver,13469383,13742869
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Eagle,210732,373883
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,El Paso,5223552,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Fremont,159257,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Garfield,318967,507297
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Gilpin,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Grand,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Gunnison,1,133062
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Jefferson,1837165,1679786
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Lake,0,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,La Plata,459409,647493
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Larimer,1185998,1493948
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Las Animas,0,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Mesa,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Moffat,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Montezuma,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Montrose,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Morgan,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Ouray,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Park,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Pitkin,72294,216781
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Pueblo,324106,1137217
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Routt,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Saguache,0,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,San Miguel,26291,169659
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Sedgwick,1,1
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Summit,163698,706675
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Teller,1,0
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Weld,416639,992006
1114_MarijuanaSalesReport PUBLISH.xlsx,2014-11-30,Non-Reported,793194,2065629
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Adams,470394,1445817
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Alamosa,1,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Arapahoe,1498465,1416559
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Archuleta,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Boulder,2548354,3592405
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Chaffee,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Clear Creek,83182,371997
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Costilla,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Denver,12138739,14797861
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Eagle,277950,710631
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,El Paso,5517533,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Fremont,178729,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Garfield,283365,560065
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Gilpin,34112,103121
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Grand,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Gunnison,1,228173
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Jefferson,1832756,1990092
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Lake,0,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,La Plata,497203,838948
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Larimer,1316194,1613144
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Las Animas,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Mesa,1,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Moffat,1,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Montezuma,117849,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Montrose,1,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Morgan,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Ouray,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Park,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Pitkin,84226,599569
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Pueblo,399460,1158670
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Routt,169025,493734
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Saguache,0,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,San Miguel,43788,292834
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Sedgwick,1,1
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Summit,205226,1256397
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Teller,1,0
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Weld,394521,1071049
1214_MarijuanaSalesReport PUBLISH.xlsx,2014-12-31,Non-Reported,569648,2038379
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Adams,421362,1189877
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Alamosa,1,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Arapahoe,1493744,1844768
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Archuleta,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Boulder,2501072,3565252
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Chaffee,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Clear Creek,79640,455108
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Costilla,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Denver,13374117,15485689
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Eagle,316095,825587
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,El Paso,5582451,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Fremont,180201,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Garfield,325730,616641
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Gilpin,31006,112455
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Grand,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Gunnison,1,273043
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Jefferson,1868844,2108127
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Lake,0,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,La Plata,893330,798627
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Larimer,1141214,1728021
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Las Animas,1,224113
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Mesa,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Moffat,1,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Montezuma,114767,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Montrose,1,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Morgan,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Ouray,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Park,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Pitkin,90522,813722
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Pueblo,359950,1063092
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Routt,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Saguache,0,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,San Juan,0,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,San Miguel,50579,374588
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Sedgwick,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Summit,255639,1685111
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Teller,1,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Weld,340278,1199406
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-01-31,Non-Reported,761292,2860806
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Adams,434375,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Alamosa,1,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Arapahoe,1402007,2114064
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Archuleta,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Boulder,2257951,3209140
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Chaffee,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Clear Creek,77001,416086
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Costilla,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Denver,12841486,14411812
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Eagle,292481,735296
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,El Paso,5578020,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Fremont,175136,0
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Garfield,348057,535881
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Gilpin,28410,104647
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Grand,1,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Gunnison,1,224407
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Jefferson,1700441,1960725
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Lake,0,1
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,La Plata,892507,840795
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Larimer,1111034,1685559
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Las Animas,1,287148
0115_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Mesa,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Moffat,1,0
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Montezuma,104595,159174
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Montrose,1,0
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Morgan,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Ouray,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Park,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Pitkin,75050,705757
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Pueblo,358140,1039417
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Routt,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Saguache,0,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,San Juan,0,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,San Miguel,41195,300473
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Sedgwick,1,1
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Summit,246053,1393552
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Teller,1,0
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Weld,364563,1270638
0215_MarijuanaSalesReport PUBLISH.xlsx,2015-02-28,Non-Reported,737571,4448618
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Adams,479975,1497796
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Alamosa,1,0
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Arapahoe,1562845,2615133
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Archuleta,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Boulder,2525620,3856723
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Chaffee,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Clear Creek,82344,485304
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Costilla,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Denver,14406613,17121933
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Eagle,337864,862396
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,El Paso,6380331,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Fremont,194875,0
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Garfield,379738,642659
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Gilpin,1,117004
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Grand,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Gunnison,1,296334
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Jefferson,1861813,2224610
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Lake,0,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,La Plata,1017530,1020552
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Larimer,1320406,1943174
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Las Animas,1,415008
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Mesa,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Moffat,1,0
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Montezuma,133639,254446
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Montrose,1,0
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Morgan,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Ouray,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Park,1,146105
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Pitkin,85006,896693
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Pueblo,463245,1355119
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Routt,199449,616913
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Saguache,0,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,San Juan,0,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,San Miguel,50730,375409
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Sedgwick,1,1
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Summit,292686,1727608
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Teller,1,0
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Weld,386290,1443488
0315_MarijuanaSalesReport PUBLISH.xlsx,2015-03-31,Non-Reported,659549,3038219
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Adams,474341,1611106
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Alamosa,1,0
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Arapahoe,1559596,3257101
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Archuleta,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Boulder,2559060,3973545
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Chaffee,1,250729
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Clear Creek,76243,365896
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Costilla,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Denver,14953494,18946519
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Eagle,287781,516095
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,El Paso,6540175,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Fremont,198045,0
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Garfield,381432,644631
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Gilpin,1,130946
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Grand,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Gunnison,1,160176
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Jefferson,1931784,2429996
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Lake,0,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,La Plata,493486,930516
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Larimer,1277080,2045132
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Las Animas,1,471514
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Mesa,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Moffat,1,0
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Montezuma,124006,313150
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Montrose,1,0
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Morgan,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Ouray,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Park,1,121375
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Pitkin,65486,426689
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Pueblo,389146,1318252
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Routt,193801,433152
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Saguache,0,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,San Juan,0,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,San Miguel,38531,150531
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Sedgwick,1,1
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Summit,305570,953219
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Teller,1,0
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Weld,350491,1521411
0415_MarijuanaSalesReport PUBLISH.xlsx,2015-04-30,Non-Reported,678969,2861263
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Adams,495716,1687270
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Alamosa,1,0
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Arapahoe,1588756,3615509
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Archuleta,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Boulder,2451648,4281906
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Chaffee,1,312605
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Clear Creek,96276,348152
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Costilla,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Denver,15598475,17590490
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Eagle,259399,432292
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,El Paso,6793848,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Fremont,200945,0
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Garfield,407487,720995
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Gilpin,1,143079
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Grand,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Gunnison,1,176131
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Jefferson,1933694,2538231
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Lake,0,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,La Plata,452253,1155547
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Larimer,1292742,2292433
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Las Animas,1,606835
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Mesa,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Moffat,1,0
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Montezuma,136143,403035
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Montrose,1,0
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Morgan,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Ouray,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Park,1,154563
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Pitkin,57287,329419
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Pueblo,396182,1482501
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Routt,163870,419611
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Saguache,0,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,San Juan,0,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,San Miguel,1,153689
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Sedgwick,1,1
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Summit,224409,719343
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Teller,1,0
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Weld,342765,1636318
0515_MarijuanaSalesReport PUBLISH.xlsx,2015-05-31,Non-Reported,717221,3390899
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Adams,441872,1
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Alamosa,1,0
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Arapahoe,1525525,3753244
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Archuleta,1,1
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Boulder,2363534,4273572
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Chaffee,1,1
0615_MarijuanaSalesReport PUBLISH.xlsx,2015-06-30,Clear Creek,90303,441514
