Link_to_Original_File,Original_File_Name,State,County,Latitude,Longitude,Year,County_Population,Med_County_Sales,Rec_County_Sales,med_sales_per_citizen,rec_sales_per_citizen
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Ouray,38.1506,-107.767133,2015,4587,1,342075,,74.57
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Ouray,38.1506,-107.767133,2016,4766,1,2877032,,603.66
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Ouray,38.1506,-107.767133,2017,4783,1,3916926,,818.93
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Ouray,38.1506,-107.767133,2018,,1,3613206,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Park,39.118914,-105.717648,2014,16353,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Park,39.118914,-105.717648,2015,16704,1,1815654,,108.7
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Park,39.118914,-105.717648,2016,17339,1,3331577,,192.14
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Park,39.118914,-105.717648,2017,17892,1,4250202,,237.55
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Park,39.118914,-105.717648,2018,,1,3065794,,
,,Colorado,Phillips,40.594712,-102.345105,2014,4375,0,0,,
,,Colorado,Phillips,40.594712,-102.345105,2015,4310,0,0,,
,,Colorado,Phillips,40.594712,-102.345105,2016,4274,0,0,,
,,Colorado,Phillips,40.594712,-102.345105,2017,4275,0,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pitkin,39.217533,-106.915943,2014,17664,1419703,3120952,80.37,176.68
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pitkin,39.217533,-106.915943,2015,17864,978931,7723852,54.8,432.37
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pitkin,39.217533,-106.915943,2016,17873,1035481,9593269,57.94,536.75
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pitkin,39.217533,-106.915943,2017,17875,711009,11588192,39.78,648.29
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pitkin,39.217533,-106.915943,2018,,323854,8994982,,
,,Colorado,Prowers,37.958181,-102.392161,2014,12042,0,0,,
,,Colorado,Prowers,37.958181,-102.392161,2015,11921,0,0,,
,,Colorado,Prowers,37.958181,-102.392161,2016,11939,0,0,,
,,Colorado,Prowers,37.958181,-102.392161,2017,12004,0,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pueblo,38.170658,-104.489893,2014,161042,4903907,14739255,30.45,91.52
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pueblo,38.170658,-104.489893,2015,162664,8010411,17932786,49.25,110.24
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pueblo,38.170658,-104.489893,2016,164447,12103990,28801714,73.6,175.14
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pueblo,38.170658,-104.489893,2017,165974,7297082,40088773,43.97,241.54
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Pueblo,38.170658,-104.489893,2018,,4295192,36525921,,
,,Colorado,Rio Blanco,39.972606,-108.200685,2014,6599,0,0,,
,,Colorado,Rio Blanco,39.972606,-108.200685,2015,6480,0,0,,
,,Colorado,Rio Blanco,39.972606,-108.200685,2016,6434,0,0,,
,,Colorado,Rio Blanco,39.972606,-108.200685,2017,6345,0,0,,
,,Colorado,Rio Grande,37.485763,-106.453214,2014,11482,0,0,,
,,Colorado,Rio Grande,37.485763,-106.453214,2015,11320,0,0,,
,,Colorado,Rio Grande,37.485763,-106.453214,2016,11313,0,0,,
,,Colorado,Rio Grande,37.485763,-106.453214,2017,11251,0,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Routt,40.48316,-106.985289,2014,24016,1516593,493745,63.15,20.56
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Routt,40.48316,-106.985289,2015,24307,1905809,5470092,78.41,225.04
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Routt,40.48316,-106.985289,2016,24667,1838231,8693203,74.52,352.42
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Routt,40.48316,-106.985289,2017,25178,524482,10283160,20.83,408.42
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Routt,40.48316,-106.985289,2018,,1223187,7884691,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Saguache,38.033952,-106.246675,2014,6199,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Saguache,38.033952,-106.246675,2015,6252,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Saguache,38.033952,-106.246675,2016,6412,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Saguache,38.033952,-106.246675,2017,6631,0,464262,,70.01
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Saguache,38.033952,-106.246675,2018,,0,1187326,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Juan,37.781075,-107.670257,2015,712,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Juan,37.781075,-107.670257,2016,689,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Juan,37.781075,-107.670257,2017,690,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Juan,37.781075,-107.670257,2018,714,0,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Miguel,38.009374,-108.427326,2014,7704,764515,4169063,99.24,541.16
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Miguel,38.009374,-108.427326,2015,7787,522009,3346696,67.04,429.78
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Miguel,38.009374,-108.427326,2016,7957,417226,3351876,52.44,421.25
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Miguel,38.009374,-108.427326,2017,7967,190065,4337975,23.86,544.49
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,San Miguel,38.009374,-108.427326,2018,,1,3366468,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Sedgwick,40.871568,-102.355358,2014,2327,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Sedgwick,40.871568,-102.355358,2015,2371,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Sedgwick,40.871568,-102.355358,2016,2399,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Sedgwick,40.871568,-102.355358,2017,2314,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Sedgwick,40.871568,-102.355358,2018,,1,1,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Summit,39.621023,-106.137555,2014,29197,2511886,10999006,86.03,376.72
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Summit,39.621023,-106.137555,2015,29860,2922604,14799676,97.88,495.64
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Summit,39.621023,-106.137555,2016,30324,1756713,20115627,57.93,663.36
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Summit,39.621023,-106.137555,2017,30555,1354885,22904938,44.34,749.63
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Summit,39.621023,-106.137555,2018,,843231,17100386,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Teller,38.871994,-105.182552,2014,23406,1,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Teller,38.871994,-105.182552,2015,23351,1,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Teller,38.871994,-105.182552,2016,24012,1,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1017_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Teller,38.871994,-105.182552,2017,24625,1,0,,
,,Colorado,Washington,39.965413,-103.209605,2014,4724,0,0,,
,,Colorado,Washington,39.965413,-103.209605,2015,4779,0,0,,
,,Colorado,Washington,39.965413,-103.209605,2016,4831,0,0,,
,,Colorado,Washington,39.965413,-103.209605,2017,4921,0,0,,
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1214_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Weld,40.555794,-104.383649,2014,275655,5455796,8861738,19.79,32.15
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1215_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Weld,40.555794,-104.383649,2015,284474,5455796,8861738,19.18,31.15
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1216_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Weld,40.555794,-104.383649,2016,294294,3425078,26625504,11.64,90.47
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,1217_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Weld,40.555794,-104.383649,2017,304435,3750264,30987020,12.32,101.79
https://www.colorado.gov/pacific/revenue/colorado-marijuana-sales-reports,0818_MarijuanaSalesReport PUBLISH.xlsx,Colorado,Weld,40.555794,-104.383649,2018,,2730272,19498111,,
,,Colorado,Yuma,40.000631,-102.422649,2014,10195,0,0,,
,,Colorado,Yuma,40.000631,-102.422649,2015,10086,0,0,,
,,Colorado,Yuma,40.000631,-102.422649,2016,10145,0,0,,
,,Colorado,Yuma,40.000631,-102.422649,2017,10075,0,0,,
