"","Original_File_Name","Date","County","Med_County_Sales","Rec_County_Sales"
"150","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Denver",$14,150,620,$11,300,905
"151","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Eagle",$146,126,$1
"152","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"El Paso",$5,518,910,$0
"153","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Fremont",$239,918,$0
"154","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Garfield",$434,235,$292,839
"155","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Gilpin",$42,979,$116,815
"156","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Grand",$1,$0
"157","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Gunnison",$1,$1
"158","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Jefferson",$2,037,535,$1,435,895
"159","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Lake",$0,$1
"160","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"La Plata",$561,810,$0
"161","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Larimer",$1,116,171,$1
"162","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Mesa",$1,$0
"163","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Moffat",$1,$0
"164","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Montezuma",$120,385,$0
"165","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Montrose",$1,$0
"166","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Ouray",$1,$1
"167","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Park",$1,$1
"168","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Pitkin",$95,001,$185,390
"169","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Pueblo",$452,196,$1,417,017
"170","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Routt",$159,620,$1
"171","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"San Miguel",$49,679,$257,276
"172","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Sedgwick",$1,$0
"173","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Summit",$201,566,$545,898
"174","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Teller",$1,$0
"175","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Weld",$516,873,$694,205
"176","0514_MarijuanaSalesReport PUBLISH.xlsx",2014-05-31,"Non-Reported",$522,238,$2,454,480
"177","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Adams",$433,176,$1
"178","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Alamosa",$1,$0
"179","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Arapahoe",$1,425,313,$0
"180","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Archuleta",$1,$0
"181","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Boulder",$2,507,058,$2,593,735
"182","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Chaffee",$96,647,$0
